DATE: 19/11/2022,  TIME: 0:0:0, VMC:21.82%, HUMIDITY: 82.70%,  TEMP: 16.10°C
DATE: 19/11/2022,  TIME: 12:56:41, VMC:24.48%, HUMIDITY: 40.80%,  TEMP: 27.00°C
DATE: 19/11/2022,  TIME: 12:56:44, VMC:24.48%, HUMIDITY: 40.90%,  TEMP: 27.00°C
DATE: 19/11/2022,  TIME: 12:56:47, VMC:23.27%, HUMIDITY: 40.90%,  TEMP: 27.00°C
DATE: 19/11/2022,  TIME: 12:56:50, VMC:23.95%, HUMIDITY: 41.00%,  TEMP: 26.90°C
DATE: 19/11/2022,  TIME: 12:56:52, VMC:24.41%, HUMIDITY: 40.80%,  TEMP: 26.90°C
DATE: 19/11/2022,  TIME: 12:56:55, VMC:24.48%, HUMIDITY: 41.00%,  TEMP: 26.90°C
DATE: 19/11/2022,  TIME: 12:56:58, VMC:24.48%, HUMIDITY: 41.10%,  TEMP: 26.90°C
DATE: 19/11/2022,  TIME: 12:57:1, VMC:24.48%, HUMIDITY: 41.60%,  TEMP: 26.90°C
DATE: 19/11/2022,  TIME: 12:57:4, VMC:24.48%, HUMIDITY: 41.60%,  TEMP: 26.90°C
DATE: 19/11/2022,  TIME: 12:57:7, VMC:24.41%, HUMIDITY: 41.60%,  TEMP: 26.90°C
DATE: 19/11/2022,  TIME: 12:57:9, VMC:23.27%, HUMIDITY: 41.50%,  TEMP: 26.90°C
DATE: 19/11/2022,  TIME: 12:57:12, VMC:24.48%, HUMIDITY: 41.90%,  TEMP: 26.90°C
DATE: 19/11/2022,  TIME: 12:57:15, VMC:24.56%, HUMIDITY: 42.20%,  TEMP: 27.00°C
DATE: 19/11/2022,  TIME: 12:57:18, VMC:24.48%, HUMIDITY: 41.80%,  TEMP: 27.00°C
DATE: 19/11/2022,  TIME: 12:57:21, VMC:23.27%, HUMIDITY: 41.60%,  TEMP: 27.00°C
DATE: 19/11/2022,  TIME: 12:57:24, VMC:24.41%, HUMIDITY: 41.60%,  TEMP: 27.00°C
DATE: 19/11/2022,  TIME: 12:57:26, VMC:24.48%, HUMIDITY: 41.60%,  TEMP: 27.00°C
DATE: 19/11/2022,  TIME: 12:57:29, VMC:24.48%, HUMIDITY: 41.30%,  TEMP: 27.00°C
DATE: 19/11/2022,  TIME: 12:57:32, VMC:23.34%, HUMIDITY: 41.90%,  TEMP: 27.00°C
DATE: 19/11/2022,  TIME: 12:57:35, VMC:24.41%, HUMIDITY: 42.40%,  TEMP: 27.00°C
DATE: 19/11/2022,  TIME: 12:57:38, VMC:23.27%, HUMIDITY: 43.20%,  TEMP: 27.00°C
DATE: 19/11/2022,  TIME: 12:57:41, VMC:23.27%, HUMIDITY: 43.00%,  TEMP: 27.10°C
DATE: 19/11/2022,  TIME: 12:57:43, VMC:24.41%, HUMIDITY: 43.60%,  TEMP: 27.10°C
DATE: 19/11/2022,  TIME: 12:57:46, VMC:24.48%, HUMIDITY: 43.40%,  TEMP: 27.10°C
DATE: 19/11/2022,  TIME: 12:57:49, VMC:24.48%, HUMIDITY: 44.50%,  TEMP: 27.10°C
DATE: 19/11/2022,  TIME: 12:57:52, VMC:22.58%, HUMIDITY: 45.30%,  TEMP: 27.20°C
DATE: 19/11/2022,  TIME: 12:57:55, VMC:24.33%, HUMIDITY: 45.60%,  TEMP: 27.10°C
DATE: 19/11/2022,  TIME: 12:57:58, VMC:23.27%, HUMIDITY: 45.40%,  TEMP: 27.20°C
DATE: 19/11/2022,  TIME: 12:58:1, VMC:24.41%, HUMIDITY: 44.90%,  TEMP: 27.30°C
DATE: 19/11/2022,  TIME: 12:58:3, VMC:24.33%, HUMIDITY: 45.00%,  TEMP: 27.30°C
DATE: 19/11/2022,  TIME: 12:58:6, VMC:23.27%, HUMIDITY: 45.50%,  TEMP: 27.30°C
DATE: 19/11/2022,  TIME: 12:58:9, VMC:23.27%, HUMIDITY: 44.60%,  TEMP: 27.30°C
DATE: 19/11/2022,  TIME: 12:58:12, VMC:23.27%, HUMIDITY: 43.60%,  TEMP: 27.30°C
DATE: 19/11/2022,  TIME: 12:58:15, VMC:24.33%, HUMIDITY: 43.10%,  TEMP: 27.40°C
DATE: 19/11/2022,  TIME: 12:58:18, VMC:24.33%, HUMIDITY: 42.60%,  TEMP: 27.40°C
DATE: 19/11/2022,  TIME: 12:58:20, VMC:24.33%, HUMIDITY: 42.00%,  TEMP: 27.40°C
DATE: 19/11/2022,  TIME: 12:58:23, VMC:24.48%, HUMIDITY: 41.90%,  TEMP: 27.40°C
DATE: 19/11/2022,  TIME: 12:58:26, VMC:23.27%, HUMIDITY: 41.50%,  TEMP: 27.50°C
DATE: 19/11/2022,  TIME: 12:58:29, VMC:24.33%, HUMIDITY: 41.30%,  TEMP: 27.50°C
DATE: 19/11/2022,  TIME: 12:58:32, VMC:24.33%, HUMIDITY: 41.00%,  TEMP: 27.40°C
DATE: 19/11/2022,  TIME: 12:58:35, VMC:24.33%, HUMIDITY: 41.60%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:58:37, VMC:23.27%, HUMIDITY: 41.60%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:58:40, VMC:24.48%, HUMIDITY: 41.50%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:58:43, VMC:24.48%, HUMIDITY: 41.00%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:58:46, VMC:23.27%, HUMIDITY: 41.10%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:58:49, VMC:24.48%, HUMIDITY: 41.10%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:58:52, VMC:24.48%, HUMIDITY: 41.30%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:58:54, VMC:23.19%, HUMIDITY: 41.80%,  TEMP: 27.50°C
DATE: 19/11/2022,  TIME: 12:58:57, VMC:23.27%, HUMIDITY: 42.00%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:59:0, VMC:23.27%, HUMIDITY: 42.20%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:59:3, VMC:24.33%, HUMIDITY: 42.20%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:59:6, VMC:24.33%, HUMIDITY: 42.30%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:59:9, VMC:23.27%, HUMIDITY: 43.00%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:59:12, VMC:23.27%, HUMIDITY: 43.00%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:59:14, VMC:24.41%, HUMIDITY: 42.80%,  TEMP: 27.50°C
DATE: 19/11/2022,  TIME: 12:59:17, VMC:23.27%, HUMIDITY: 42.90%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:59:20, VMC:24.33%, HUMIDITY: 43.40%,  TEMP: 27.50°C
DATE: 19/11/2022,  TIME: 12:59:23, VMC:24.33%, HUMIDITY: 44.00%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:59:26, VMC:24.33%, HUMIDITY: 44.10%,  TEMP: 27.50°C
DATE: 19/11/2022,  TIME: 12:59:29, VMC:24.33%, HUMIDITY: 44.40%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:59:31, VMC:24.33%, HUMIDITY: 44.70%,  TEMP: 27.50°C
DATE: 19/11/2022,  TIME: 12:59:34, VMC:23.27%, HUMIDITY: 44.60%,  TEMP: 27.50°C
DATE: 19/11/2022,  TIME: 12:59:37, VMC:23.11%, HUMIDITY: 43.70%,  TEMP: 27.50°C
DATE: 19/11/2022,  TIME: 12:59:40, VMC:23.27%, HUMIDITY: 42.90%,  TEMP: 27.50°C
DATE: 19/11/2022,  TIME: 12:59:43, VMC:24.33%, HUMIDITY: 42.60%,  TEMP: 27.50°C
DATE: 19/11/2022,  TIME: 12:59:46, VMC:23.27%, HUMIDITY: 42.70%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:59:48, VMC:24.33%, HUMIDITY: 43.80%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:59:51, VMC:24.33%, HUMIDITY: 46.40%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 12:59:54, VMC:23.27%, HUMIDITY: 45.80%,  TEMP: 27.50°C
DATE: 19/11/2022,  TIME: 12:59:57, VMC:24.33%, HUMIDITY: 45.40%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 13:0:0, VMC:23.11%, HUMIDITY: 45.90%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 13:0:3, VMC:23.27%, HUMIDITY: 44.90%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 13:0:5, VMC:24.33%, HUMIDITY: 44.00%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 13:0:8, VMC:23.04%, HUMIDITY: 43.30%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:0:11, VMC:24.33%, HUMIDITY: 42.70%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 13:0:14, VMC:23.27%, HUMIDITY: 42.30%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:0:17, VMC:24.33%, HUMIDITY: 42.50%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:0:20, VMC:24.41%, HUMIDITY: 42.10%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:0:22, VMC:24.33%, HUMIDITY: 41.80%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:0:25, VMC:24.33%, HUMIDITY: 41.50%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:0:28, VMC:24.33%, HUMIDITY: 41.00%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:0:31, VMC:24.33%, HUMIDITY: 40.90%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:0:34, VMC:24.33%, HUMIDITY: 40.60%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:0:37, VMC:24.33%, HUMIDITY: 40.60%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:0:40, VMC:23.11%, HUMIDITY: 40.50%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:0:42, VMC:23.27%, HUMIDITY: 40.50%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:0:45, VMC:24.33%, HUMIDITY: 40.20%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:0:48, VMC:24.33%, HUMIDITY: 40.30%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:0:51, VMC:24.48%, HUMIDITY: 40.10%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:0:54, VMC:24.33%, HUMIDITY: 40.20%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:0:57, VMC:24.33%, HUMIDITY: 40.30%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:0:59, VMC:24.33%, HUMIDITY: 40.30%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:1:2, VMC:23.49%, HUMIDITY: 40.50%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:1:5, VMC:24.33%, HUMIDITY: 40.60%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:1:8, VMC:24.33%, HUMIDITY: 40.40%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:1:11, VMC:23.11%, HUMIDITY: 40.50%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:1:14, VMC:24.41%, HUMIDITY: 40.70%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:1:16, VMC:23.19%, HUMIDITY: 41.00%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:1:19, VMC:23.11%, HUMIDITY: 40.60%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:1:22, VMC:24.33%, HUMIDITY: 40.70%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:1:25, VMC:24.33%, HUMIDITY: 40.50%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:1:28, VMC:24.33%, HUMIDITY: 40.60%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:1:31, VMC:24.33%, HUMIDITY: 40.30%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:1:33, VMC:24.33%, HUMIDITY: 40.60%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:1:36, VMC:23.19%, HUMIDITY: 40.50%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:1:39, VMC:23.11%, HUMIDITY: 40.30%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:1:42, VMC:23.11%, HUMIDITY: 40.60%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:1:45, VMC:23.19%, HUMIDITY: 41.30%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:1:48, VMC:24.41%, HUMIDITY: 41.00%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:1:51, VMC:23.19%, HUMIDITY: 41.10%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:1:53, VMC:24.33%, HUMIDITY: 40.70%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:1:56, VMC:24.33%, HUMIDITY: 40.90%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:1:59, VMC:24.33%, HUMIDITY: 40.50%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:2:2, VMC:24.33%, HUMIDITY: 40.70%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:2:5, VMC:24.33%, HUMIDITY: 41.10%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:2:8, VMC:23.19%, HUMIDITY: 41.10%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:2:10, VMC:23.11%, HUMIDITY: 41.60%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:2:13, VMC:22.20%, HUMIDITY: 43.10%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:2:16, VMC:24.33%, HUMIDITY: 43.30%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:2:19, VMC:24.33%, HUMIDITY: 42.10%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:2:22, VMC:23.19%, HUMIDITY: 41.50%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:2:25, VMC:24.33%, HUMIDITY: 41.70%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:2:27, VMC:24.25%, HUMIDITY: 41.60%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:2:30, VMC:24.33%, HUMIDITY: 41.30%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:2:33, VMC:24.33%, HUMIDITY: 41.50%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:2:36, VMC:24.33%, HUMIDITY: 41.00%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:2:39, VMC:24.33%, HUMIDITY: 40.80%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:2:42, VMC:23.11%, HUMIDITY: 40.80%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:2:44, VMC:24.33%, HUMIDITY: 40.60%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:2:47, VMC:23.11%, HUMIDITY: 40.90%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:2:50, VMC:23.11%, HUMIDITY: 40.80%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:2:53, VMC:23.04%, HUMIDITY: 41.60%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:2:56, VMC:24.33%, HUMIDITY: 42.00%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:2:59, VMC:23.11%, HUMIDITY: 41.80%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:3:1, VMC:24.33%, HUMIDITY: 41.60%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:3:4, VMC:23.04%, HUMIDITY: 41.20%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:3:7, VMC:24.25%, HUMIDITY: 41.80%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:3:10, VMC:24.25%, HUMIDITY: 41.50%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:3:13, VMC:24.33%, HUMIDITY: 41.20%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:3:16, VMC:24.33%, HUMIDITY: 41.40%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:3:19, VMC:24.25%, HUMIDITY: 41.80%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:3:21, VMC:24.25%, HUMIDITY: 41.60%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:3:24, VMC:24.33%, HUMIDITY: 41.50%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:3:27, VMC:23.80%, HUMIDITY: 41.70%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:3:30, VMC:24.33%, HUMIDITY: 42.10%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:3:33, VMC:24.25%, HUMIDITY: 41.90%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:3:36, VMC:24.25%, HUMIDITY: 41.50%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:3:38, VMC:24.33%, HUMIDITY: 41.50%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:3:41, VMC:24.25%, HUMIDITY: 41.50%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:3:44, VMC:24.25%, HUMIDITY: 41.50%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:3:47, VMC:24.33%, HUMIDITY: 41.50%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:3:50, VMC:24.25%, HUMIDITY: 42.80%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:3:53, VMC:24.25%, HUMIDITY: 43.00%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:3:55, VMC:23.04%, HUMIDITY: 43.00%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:3:58, VMC:22.96%, HUMIDITY: 42.40%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:4:1, VMC:24.25%, HUMIDITY: 42.30%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:4:4, VMC:24.25%, HUMIDITY: 42.50%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:4:7, VMC:23.04%, HUMIDITY: 43.30%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:4:10, VMC:24.25%, HUMIDITY: 43.70%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:4:12, VMC:24.25%, HUMIDITY: 44.40%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:4:15, VMC:24.25%, HUMIDITY: 44.50%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:4:18, VMC:24.33%, HUMIDITY: 46.10%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:4:21, VMC:24.33%, HUMIDITY: 45.80%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:4:24, VMC:24.25%, HUMIDITY: 45.10%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:4:27, VMC:23.04%, HUMIDITY: 45.40%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:4:30, VMC:23.04%, HUMIDITY: 45.90%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:4:32, VMC:24.25%, HUMIDITY: 45.50%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:4:35, VMC:24.25%, HUMIDITY: 45.30%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:4:38, VMC:24.33%, HUMIDITY: 45.00%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:4:41, VMC:24.25%, HUMIDITY: 44.90%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:4:44, VMC:24.25%, HUMIDITY: 43.90%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:4:47, VMC:24.25%, HUMIDITY: 42.90%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:4:49, VMC:24.25%, HUMIDITY: 42.70%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:4:52, VMC:24.25%, HUMIDITY: 43.60%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:4:55, VMC:24.33%, HUMIDITY: 44.20%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:4:58, VMC:24.25%, HUMIDITY: 44.70%,  TEMP: 28.00°C
DATE: 19/11/2022,  TIME: 13:5:1, VMC:24.25%, HUMIDITY: 44.70%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:5:4, VMC:23.95%, HUMIDITY: 44.70%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:5:6, VMC:24.10%, HUMIDITY: 44.00%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:5:9, VMC:22.13%, HUMIDITY: 42.90%,  TEMP: 28.00°C
DATE: 19/11/2022,  TIME: 13:5:12, VMC:21.14%, HUMIDITY: 42.10%,  TEMP: 28.00°C
DATE: 19/11/2022,  TIME: 13:5:15, VMC:23.34%, HUMIDITY: 41.60%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:5:18, VMC:24.33%, HUMIDITY: 41.30%,  TEMP: 28.00°C
DATE: 19/11/2022,  TIME: 13:5:21, VMC:24.41%, HUMIDITY: 41.00%,  TEMP: 28.00°C
DATE: 19/11/2022,  TIME: 13:5:23, VMC:24.41%, HUMIDITY: 40.90%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:5:26, VMC:23.34%, HUMIDITY: 41.00%,  TEMP: 27.90°C
DATE: 19/11/2022,  TIME: 13:5:29, VMC:24.41%, HUMIDITY: 40.60%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:5:32, VMC:24.41%, HUMIDITY: 40.70%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:5:35, VMC:24.41%, HUMIDITY: 40.70%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:5:38, VMC:24.41%, HUMIDITY: 40.70%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:5:41, VMC:23.34%, HUMIDITY: 41.00%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:5:43, VMC:23.87%, HUMIDITY: 41.00%,  TEMP: 27.80°C
DATE: 19/11/2022,  TIME: 13:5:46, VMC:24.41%, HUMIDITY: 41.10%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:5:49, VMC:24.41%, HUMIDITY: 40.90%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:5:52, VMC:24.41%, HUMIDITY: 40.80%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:5:55, VMC:24.33%, HUMIDITY: 41.10%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:5:58, VMC:24.41%, HUMIDITY: 41.00%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 13:6:0, VMC:24.33%, HUMIDITY: 41.30%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 13:6:3, VMC:23.34%, HUMIDITY: 41.10%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:6:6, VMC:24.33%, HUMIDITY: 41.00%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 13:6:9, VMC:24.33%, HUMIDITY: 41.20%,  TEMP: 27.70°C
DATE: 19/11/2022,  TIME: 13:6:12, VMC:23.34%, HUMIDITY: 41.30%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 13:6:15, VMC:23.34%, HUMIDITY: 41.20%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 13:6:17, VMC:24.41%, HUMIDITY: 40.80%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 13:6:20, VMC:24.41%, HUMIDITY: 40.80%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 13:6:23, VMC:23.27%, HUMIDITY: 40.20%,  TEMP: 27.50°C
DATE: 19/11/2022,  TIME: 13:6:26, VMC:24.41%, HUMIDITY: 40.10%,  TEMP: 27.60°C
DATE: 19/11/2022,  TIME: 13:6:29, VMC:24.41%, HUMIDITY: 40.10%,  TEMP: 27.50°C
DATE: 19/11/2022,  TIME: 13:6:32, VMC:23.27%, HUMIDITY: 39.90%,  TEMP: 27.50°C
DATE: 19/11/2022,  TIME: 13:6:34, VMC:23.27%, HUMIDITY: 40.00%,  TEMP: 27.40°C
DATE: 19/11/2022,  TIME: 13:6:37, VMC:24.41%, HUMIDITY: 39.90%,  TEMP: 27.40°C
DATE: 19/11/2022,  TIME: 13:6:40, VMC:23.34%, HUMIDITY: 39.90%,  TEMP: 27.30°C
DATE: 19/11/2022,  TIME: 13:6:43, VMC:24.33%, HUMIDITY: 39.90%,  TEMP: 27.40°C
DATE: 19/11/2022,  TIME: 13:6:46, VMC:23.27%, HUMIDITY: 39.50%,  TEMP: 27.30°C
DATE: 19/11/2022,  TIME: 13:6:49, VMC:23.42%, HUMIDITY: 39.50%,  TEMP: 27.30°C
DATE: 19/11/2022,  TIME: 13:6:51, VMC:23.27%, HUMIDITY: 39.60%,  TEMP: 27.30°C
DATE: 19/11/2022,  TIME: 13:6:54, VMC:23.34%, HUMIDITY: 39.80%,  TEMP: 27.20°C
DATE: 19/11/2022,  TIME: 13:6:57, VMC:24.33%, HUMIDITY: 39.70%,  TEMP: 27.20°C
DATE: 19/11/2022,  TIME: 13:7:0, VMC:24.33%, HUMIDITY: 39.90%,  TEMP: 27.10°C
DATE: 19/11/2022,  TIME: 13:7:3, VMC:24.33%, HUMIDITY: 39.50%,  TEMP: 27.10°C
DATE: 19/11/2022,  TIME: 13:7:6, VMC:23.27%, HUMIDITY: 40.00%,  TEMP: 27.10°C
DATE: 19/11/2022,  TIME: 13:7:9, VMC:24.33%, HUMIDITY: 40.00%,  TEMP: 27.10°C
DATE: 19/11/2022,  TIME: 13:7:11, VMC:24.41%, HUMIDITY: 40.20%,  TEMP: 27.00°C
DATE: 19/11/2022,  TIME: 13:7:14, VMC:23.27%, HUMIDITY: 40.30%,  TEMP: 27.10°C
DATE: 19/11/2022,  TIME: 13:7:17, VMC:23.19%, HUMIDITY: 40.10%,  TEMP: 27.00°C
DATE: 19/11/2022,  TIME: 13:7:20, VMC:24.41%, HUMIDITY: 40.30%,  TEMP: 27.00°C
DATE: 19/11/2022,  TIME: 13:7:23, VMC:24.33%, HUMIDITY: 40.30%,  TEMP: 26.90°C
DATE: 19/11/2022,  TIME: 13:7:26, VMC:24.41%, HUMIDITY: 40.70%,  TEMP: 26.90°C
DATE: 19/11/2022,  TIME: 13:7:28, VMC:24.41%, HUMIDITY: 41.40%,  TEMP: 27.00°C
DATE: 19/11/2022,  TIME: 13:7:31, VMC:24.33%, HUMIDITY: 41.80%,  TEMP: 26.80°C
DATE: 19/11/2022,  TIME: 13:7:34, VMC:24.25%, HUMIDITY: 42.20%,  TEMP: 26.90°C
DATE: 19/11/2022,  TIME: 13:7:37, VMC:23.27%, HUMIDITY: 42.00%,  TEMP: 26.90°C
